sample,samples,TCGA_GTEX_main_category,_sample_type,_study,_primary_site,CD19,TNFRSF17,MS4A1,CD22,GPRC5D,SLAMF7,ERBB2,EGFR,MSLN,CD276,CD19_level,TNFRSF17_level,MS4A1_level,CD22_level,GPRC5D_level,SLAMF7_level,ERBB2_level,EGFR_level,MSLN_level,CD276_level,high_target_count,coexpress_2plus
GTEX-12C56-1426-SM-5FQSW,GTEX-12C56-1426-SM-5FQSW,GTEX Testis,Normal Tissue,GTEX,Testis,8.981,6.539,7.393,8.293,6.799,2.023,11.17,10.41,5.18,10.27,High,High,High,Mid,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-WHSE-0426-SM-4M1XO,GTEX-WHSE-0426-SM-4M1XO,GTEX Testis,Normal Tissue,GTEX,Testis,8.978,5.891,5.415,8.806,6.15,2.939,11.1,9.81,9.267,10.38,High,High,Mid,High,High,Low,Mid,Low,High,Low,5,Yes
GTEX-11GS4-2026-SM-5N9CP,GTEX-11GS4-2026-SM-5N9CP,GTEX Testis,Normal Tissue,GTEX,Testis,8.976,6.507,6.875,8.661,6.786,2.653,11.29,9.795,7.499,10.09,High,High,High,Mid,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-11DXZ-2126-SM-59881,GTEX-11DXZ-2126-SM-59881,GTEX Testis,Normal Tissue,GTEX,Testis,8.975,6.417,6.147,7.824,6.84,2.77,11.41,10.23,6.802,10.14,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Low,3,Yes
GTEX-111CU-1726-SM-5EGHM,GTEX-111CU-1726-SM-5EGHM,GTEX Testis,Normal Tissue,GTEX,Testis,8.972,6.238,6.463,9.13,6.272,3.047,11.45,9.634,5.696,10.36,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-R55C-1426-SM-48FED,GTEX-R55C-1426-SM-48FED,GTEX Testis,Normal Tissue,GTEX,Testis,8.967,6.574,6.506,8.179,6.574,4.105,11.38,10.5,6.332,10.4,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Low,3,Yes
GTEX-13111-1526-SM-5EGJX,GTEX-13111-1526-SM-5EGJX,GTEX Testis,Normal Tissue,GTEX,Testis,8.959,5.96,6.696,8.988,6.239,2.108,11.22,10.03,6.035,10.18,High,High,High,High,High,Low,Mid,Low,Mid,Low,5,Yes
GTEX-V955-1926-SM-4KL1L,GTEX-V955-1926-SM-4KL1L,GTEX Testis,Normal Tissue,GTEX,Testis,8.95,5.762,6.826,8.929,6.17,2.186,11.51,10.69,7.431,10.67,High,High,High,High,High,Low,Mid,Mid,Mid,Mid,5,Yes
GTEX-13O1R-0726-SM-5IJEI,GTEX-13O1R-0726-SM-5IJEI,GTEX Testis,Normal Tissue,GTEX,Testis,8.926,5.963,5.995,7.772,5.556,3.228,11.5,10.04,6.918,10.78,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Mid,3,Yes
GTEX-YF7O-2026-SM-4W1YE,GTEX-YF7O-2026-SM-4W1YE,GTEX Testis,Normal Tissue,GTEX,Testis,8.874,6.564,6.362,9.007,6.326,1.612,10.95,10.45,5.466,10.91,High,High,Mid,High,High,Low,Low,Low,Mid,Mid,4,Yes
GTEX-YFCO-1726-SM-4W21S,GTEX-YFCO-1726-SM-4W21S,GTEX Testis,Normal Tissue,GTEX,Testis,8.836,6.692,6.053,8.603,5.99,2.261,11.08,10.75,6.094,10.91,High,High,Mid,Mid,High,Low,Mid,Mid,Mid,Mid,3,Yes
GTEX-X3Y1-2626-SM-4PQZI,GTEX-X3Y1-2626-SM-4PQZI,GTEX Testis,Normal Tissue,GTEX,Testis,8.795,6.137,5.728,8.587,6.287,5.562,11.46,11.1,7.086,10.24,High,High,Mid,Mid,High,Mid,Mid,Mid,Mid,Low,3,Yes
GTEX-13N2G-0126-SM-5N9DV,GTEX-13N2G-0126-SM-5N9DV,GTEX Testis,Normal Tissue,GTEX,Testis,8.788,6.188,7.218,8.428,6.188,3.392,11.35,11.02,5.473,10.32,High,High,High,Mid,High,Low,Mid,Mid,Mid,Low,4,Yes
GTEX-T8EM-0126-SM-4DM5R,GTEX-T8EM-0126-SM-4DM5R,GTEX Testis,Normal Tissue,GTEX,Testis,8.784,5.911,5.535,7.781,5.19,2.79,11.37,10.24,6.694,10.64,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Mid,3,Yes
GTEX-R55E-0726-SM-48FCZ,GTEX-R55E-0726-SM-48FCZ,GTEX Testis,Normal Tissue,GTEX,Testis,8.782,6.138,7.796,8.273,6.138,3.621,11.11,9.286,5.426,10.19,High,High,High,Mid,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-T5JC-0726-SM-4DM55,GTEX-T5JC-0726-SM-4DM55,GTEX Testis,Normal Tissue,GTEX,Testis,8.763,6.398,6.773,8.889,4.449,3.222,11.24,10.76,6.501,10.69,High,High,High,High,Mid,Low,Mid,Mid,Mid,Mid,4,Yes
GTEX-111YS-2026-SM-5EGGL,GTEX-111YS-2026-SM-5EGGL,GTEX Testis,Normal Tissue,GTEX,Testis,8.763,6.31,5.89,8.099,6.466,1.497,11.29,9.911,6.581,10.44,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Low,3,Yes
GTEX-SNMC-1026-SM-4DM7K,GTEX-SNMC-1026-SM-4DM7K,GTEX Testis,Normal Tissue,GTEX,Testis,8.762,5.927,8.45,9.09,5.548,2.651,11.64,9.542,5.548,10.47,High,High,High,High,High,Low,Mid,Low,Mid,Low,5,Yes
GTEX-12WSI-2126-SM-5GCMV,GTEX-12WSI-2126-SM-5GCMV,GTEX Testis,Normal Tissue,GTEX,Testis,8.734,7.061,6.104,8.902,6.87,2.004,11.36,10.12,6.039,10.34,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-OOBJ-2126-SM-3NB1N,GTEX-OOBJ-2126-SM-3NB1N,GTEX Testis,Normal Tissue,GTEX,Testis,8.711,5.946,6.704,8.993,6.245,4.519,11.35,11.26,6.22,10.51,High,High,High,High,High,Low,Mid,Mid,Mid,Low,5,Yes
GTEX-RM2N-1326-SM-48FCW,GTEX-RM2N-1326-SM-48FCW,GTEX Testis,Normal Tissue,GTEX,Testis,8.64,5.203,6.148,8.23,5.337,1.481,11.53,10.4,4.891,10.55,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Low,3,Yes
GTEX-WFG8-1926-SM-4LVM1,GTEX-WFG8-1926-SM-4LVM1,GTEX Testis,Normal Tissue,GTEX,Testis,8.629,5.458,5.157,10.12,6.068,2.106,10.83,10.02,4.778,10.56,High,High,Mid,High,High,Low,Low,Low,Mid,Mid,4,Yes
GTEX-PW2O-1426-SM-48TCD,GTEX-PW2O-1426-SM-48TCD,GTEX Testis,Normal Tissue,GTEX,Testis,8.605,6.404,6.254,9.269,8.333,3.669,11.52,10.34,6.566,10.45,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-12696-0226-SM-5EGL3,GTEX-12696-0226-SM-5EGL3,GTEX Testis,Normal Tissue,GTEX,Testis,8.602,6.668,6.379,9.47,6.408,2.947,11.1,9.862,6.125,10.14,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-U3ZM-1626-SM-4DXSK,GTEX-U3ZM-1626-SM-4DXSK,GTEX Testis,Normal Tissue,GTEX,Testis,8.602,6.062,6.613,9.569,6.315,3.055,11.34,9.64,5.803,10.41,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-WH7G-1926-SM-4LVMM,GTEX-WH7G-1926-SM-4LVMM,GTEX Testis,Normal Tissue,GTEX,Testis,8.588,6.046,5.576,8.53,4.606,4.394,11.6,10.51,6.009,9.895,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Low,3,Yes
GTEX-145MO-0126-SM-5S2QU,GTEX-145MO-0126-SM-5S2QU,GTEX Testis,Normal Tissue,GTEX,Testis,8.586,5.081,6.06,8.265,5.753,2.217,11.26,10.34,5.485,10.06,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Low,3,Yes
GTEX-131XE-0426-SM-5IJF4,GTEX-131XE-0426-SM-5IJF4,GTEX Testis,Normal Tissue,GTEX,Testis,8.584,5.978,6.141,9.411,6.343,2.818,11.06,9.997,6.078,10.52,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-13NZB-2026-SM-5MR4M,GTEX-13NZB-2026-SM-5MR4M,GTEX Testis,Normal Tissue,GTEX,Testis,8.559,5.292,5.617,10.15,5.917,1.272,11.32,10.91,5.917,10.59,High,High,Mid,High,High,Low,Mid,Mid,Mid,Mid,4,Yes
GTEX-QLQW-1026-SM-447A9,GTEX-QLQW-1026-SM-447A9,GTEX Testis,Normal Tissue,GTEX,Testis,8.549,5.758,4.869,8.8,6.42,0.0,11.39,10.31,5.844,10.72,High,High,Mid,High,High,Low,Mid,Low,Mid,Mid,4,Yes
GTEX-XBED-2026-SM-4AT5D,GTEX-XBED-2026-SM-4AT5D,GTEX Testis,Normal Tissue,GTEX,Testis,8.545,5.225,5.413,8.642,6.272,4.755,11.44,10.0,6.454,10.88,High,High,Mid,Mid,High,Mid,Mid,Low,Mid,Mid,3,Yes
GTEX-111FC-1926-SM-5GZYC,GTEX-111FC-1926-SM-5GZYC,GTEX Testis,Normal Tissue,GTEX,Testis,8.526,6.34,5.462,8.691,6.002,3.12,11.25,9.626,6.002,10.19,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-144GN-1626-SM-5Q5BU,GTEX-144GN-1626-SM-5Q5BU,GTEX Testis,Normal Tissue,GTEX,Testis,8.506,5.991,5.656,10.0,5.399,1.405,11.19,10.39,5.608,10.33,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-U8XE-0126-SM-4E3I3,GTEX-U8XE-0126-SM-4E3I3,GTEX Testis,Normal Tissue,GTEX,Testis,8.487,5.903,7.405,8.023,5.652,1.373,11.24,10.1,5.824,10.19,High,High,High,Mid,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-ZA64-1626-SM-5CVME,GTEX-ZA64-1626-SM-5CVME,GTEX Testis,Normal Tissue,GTEX,Testis,8.421,5.973,6.054,8.797,6.014,0.0,11.38,10.4,6.372,10.63,High,High,Mid,High,High,Low,Mid,Low,Mid,Mid,4,Yes
GTEX-U8T8-1126-SM-4DXUE,GTEX-U8T8-1126-SM-4DXUE,GTEX Testis,Normal Tissue,GTEX,Testis,8.39,6.197,5.84,8.282,4.824,2.542,11.13,11.2,5.524,10.48,High,High,Mid,Mid,High,Low,Mid,Mid,Mid,Low,3,Yes
GTEX-ZAB5-2426-SM-5CVMW,GTEX-ZAB5-2426-SM-5CVMW,GTEX Testis,Normal Tissue,GTEX,Testis,8.368,6.533,6.477,9.15,6.937,2.177,11.12,10.52,6.048,10.08,High,High,Mid,High,High,Low,Mid,Mid,Mid,Low,4,Yes
GTEX-S7SE-0326-SM-4AT5Q,GTEX-S7SE-0326-SM-4AT5Q,GTEX Testis,Normal Tissue,GTEX,Testis,8.366,6.464,6.669,9.368,5.425,2.594,11.46,10.01,6.32,10.73,High,High,High,High,High,Low,Mid,Low,Mid,Mid,5,Yes
GTEX-Y3I4-2026-SM-4TT6Z,GTEX-Y3I4-2026-SM-4TT6Z,GTEX Testis,Normal Tissue,GTEX,Testis,8.354,5.74,6.827,9.576,5.933,5.992,11.39,11.89,6.182,10.81,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,5,Yes
GTEX-13O61-2026-SM-5J2M6,GTEX-13O61-2026-SM-5J2M6,GTEX Testis,Normal Tissue,GTEX,Testis,8.328,6.223,6.609,9.0,5.623,2.878,11.49,10.24,6.095,10.82,High,High,Mid,High,High,Low,Mid,Low,Mid,Mid,4,Yes
GTEX-ZUA1-2726-SM-59HLJ,GTEX-ZUA1-2726-SM-59HLJ,GTEX Testis,Normal Tissue,GTEX,Testis,8.292,6.404,5.598,8.858,5.963,2.718,11.62,10.13,6.145,10.49,High,High,Mid,High,High,Low,Mid,Low,Mid,Low,4,Yes
GTEX-XPT6-1626-SM-4B655,GTEX-XPT6-1626-SM-4B655,GTEX Testis,Normal Tissue,GTEX,Testis,8.244,5.787,6.167,9.916,5.187,3.72,11.55,10.2,5.667,11.12,High,High,Mid,High,High,Low,Mid,Low,Mid,Mid,4,Yes
GTEX-XLM4-1526-SM-4AT6D,GTEX-XLM4-1526-SM-4AT6D,GTEX Testis,Normal Tissue,GTEX,Testis,8.177,6.021,6.704,8.901,4.851,2.918,11.03,9.955,6.021,10.5,High,High,High,High,High,Low,Mid,Low,Mid,Low,5,Yes
GTEX-11EI6-2226-SM-5EGJM,GTEX-11EI6-2226-SM-5EGJM,GTEX Testis,Normal Tissue,GTEX,Testis,8.163,6.588,6.758,9.323,6.666,2.945,11.36,10.1,5.661,10.5,High,High,High,High,High,Low,Mid,Low,Mid,Low,5,Yes
